# Game Session ID 
0 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 3 / 5 / 2013    20:34:24 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Throw number 1 of 5
# Type of Balls 
 Ball 0 -> Good ball 
 Ball 1 -> Ok ball 
 Ball 2 -> Bad ball 
# Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	
X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	
 5.359999 -1.090633 8.034657 	 0.000000 -1.090633 6.519198 	 13.359999 -1.090633 10.366130 	 -1.280002 -1.090633 4.187724 	                    	                    	
 5.369999 -1.317574 8.053956 	 0.000000 -1.317574 6.527436 	 13.369999 -1.317574 10.402448 	 -1.260002 -1.317574 4.178944 	                    	                    	
 5.379999 -1.544512 8.073055 	 0.000000 -1.544512 6.535474 	 13.379999 -1.544512 10.438565 	 -1.240002 -1.544512 4.169964 	                    	                    	
 5.389999 -1.771450 8.091955 	 0.000000 -1.771450 6.543312 	 13.389999 -1.771450 10.474483 	 -1.220002 -1.771450 4.160784 	                    	                    	
 5.399999 -1.998390 8.110655 	 0.000000 -1.998390 6.550950 	 13.399999 -1.998390 10.510201 	 -1.200002 -1.998390 4.151404 	                    	                    	
 5.409999 -2.225327 8.129154 	 0.000000 -2.225327 6.558387 	 13.409999 -2.225327 10.545719 	 -1.180002 -2.225327 4.141823 	                    	                    	
 5.419999 -2.452267 8.147454 	 0.000000 -2.452267 6.565626 	 13.419999 -2.452267 10.581037 	 -1.160002 -2.452267 4.132043 	                    	                    	
 5.429999 -2.679207 8.165554 	 0.000000 -2.679207 6.572663 	 13.429999 -2.679207 10.616155 	 -1.140002 -2.679207 4.122063 	                    	                    	
 5.439999 -2.906143 8.183454 	 0.000000 -2.906143 6.579501 	 13.439999 -2.906143 10.651073 	 -1.120002 -2.906143 4.111883 	                    	                    	
 5.449999 -3.133083 8.201154 	 0.000000 -3.133083 6.586139 	 13.449999 -3.133083 10.685790 	 -1.100002 -3.133083 4.101503 	                    	                    	
 5.459999 -3.360023 8.218653 	 0.000000 -3.360023 6.592577 	 13.459999 -3.360023 10.720307 	 -1.080002 -3.360023 4.090923 	                    	                    	
 5.469999 -3.586960 8.235953 	 0.000000 -3.586960 6.598815 	 13.469999 -3.586960 10.754625 	 -1.060002 -3.586960 4.080143 	                    	                    	
